檔類	original	zh_tw	來源/備註
EQUIP97	Essex Class	艾塞克斯級航空母艦	沿用慣例,對應Essex
EQUIP97	F-2A	F-2A水牛	沿用慣例,對應F2A Buffalo
EQUIP97	FW-190F	百舌鳥FW-190F	沿用慣例
EQUIP97	FW-190a	百舌鳥FW-190a	沿用慣例
EQUIP97	FW-190d	百舌鳥FW-190d	沿用慣例
EQUIP97	FW-190f	百舌鳥FW-190f	沿用慣例
EQUIP97	FW-190g	百舌鳥FW-190g	沿用慣例
EQUIP97	Fallschirm	傘兵	自譯,對應LuftW FJ
EQUIP97	Firefly	螢火蟲式戰車	自譯,Sherman Firefly
EQUIP97	FlaKPz 38(t)	防空戰車38(t)	equipment-allied-general.md
EQUIP97	Fletcher Class	弗萊契級驅逐艦	自譯
EQUIP97	Fokker DXXI	福克D.XXI戰鬥機	自譯,對應F-DXX1
EQUIP97	Fortification	堡壘	自譯,與Strongpoint(據點)/Fort(碉堡)並列需三個不同詞
EQUIP97	G.55	G.55戰鬥機	自譯,Fiat G.55
EQUIP97	Garrison	守備隊	自譯
EQUIP97	Ghurka	廓爾喀兵	沿用慣例,對應Gurkhas
EQUIP97	Grant	M3 格蘭特	glossary_equip.tsv
EQUIP97	Guard Cavalry	近衛騎兵	沿用慣例
EQUIP97	Guards	近衛軍	沿用慣例
EQUIP97	H35	H35輕戰車	自譯,Hotchkiss H35
EQUIP97	H39	H39輕戰車	自譯,Hotchkiss H39
EQUIP97	HS-129	Hs-129攻擊機	自譯
EQUIP97	He-162	沙羅曼蛇He-162	沿用慣例
EQUIP97	Hetzer	追獵者	crossgame統一名
EQUIP97	Hipper Class	希佩爾級重巡洋艦	沿用慣例,對應Hipper
EQUIP97	Home Guard	國民警衛隊	自譯
EQUIP97	Humber II	亨伯II式裝甲車	沿用慣例,對應Humber SC
EQUIP97	Humber IV	亨伯IV式裝甲車	沿用慣例
EQUIP97	Hummel	大黃蜂	crossgame統一名
EQUIP97	Hurricane	颶風式戰鬥機	沿用慣例,對應Hur I
EQUIP97	Hurricane II	颶風式II	自譯
EQUIP97	Hurricane IV	颶風式IV	自譯
EQUIP97	I-16	波利卡爾波夫 I-16	glossary_equip.tsv
EQUIP97	IAR 80	IAR 80戰鬥機	自譯,羅馬尼亞自製戰鬥機
EQUIP97	IAR 81	IAR 81戰鬥機	自譯
EQUIP97	IS-2	IS-2 史達林	glossary_equip.tsv
EQUIP97	IS-3	IS-3史達林	沿用慣例,對應IS-2
EQUIP97	ISU-122	ISU-122 突擊砲	glossary_equip.tsv
EQUIP97	ISU-152	ISU-152 自走砲	glossary_equip.tsv
EQUIP97	Il-10	伊留申Il-10	沿用慣例
EQUIP97	Il-2	伊留申 Il-2	glossary_equip.tsv
EQUIP97	Il-2M3	伊留申Il-2M3	沿用慣例
EQUIP97	Illustrious Class	光輝級航空母艦	自譯
EQUIP97	Indian	印度步兵	自譯
EQUIP97	Iowa Class	愛荷華級戰列艦	沿用慣例,對應Iowa
EQUIP97	Jaeger	獵兵	自譯,德軍輕步兵,與Chasseurs同義異文
EQUIP97	JagdTiger	獵虎	crossgame統一名
EQUIP97	JgdPanther	獵豹	沿用慣例,對應JagdPanther
EQUIP97	JgdPz IV	四號驅逐戰車	沿用慣例,對應JagdPz IV/48
EQUIP97	JgdPz IV/70	四號驅逐戰車70	沿用慣例
EQUIP97	Ju-52	鋼鐵安妮Ju-52	沿用慣例,對應Ju52g5e
EQUIP97	Ju-87	斯圖卡Ju-87	沿用慣例
EQUIP97	Ju-87B	斯圖卡Ju-87B	沿用慣例
EQUIP97	Ju-87D	斯圖卡Ju-87D	沿用慣例
EQUIP97	Ju-87G	斯圖卡Ju-87G	沿用慣例
EQUIP97	K-13	K-13火砲	待查,型號來源不確定
EQUIP97	K-31	K-31火砲	待查,型號來源不確定
EQUIP97	KV-1/39	KV-1/39 重戰車	glossary_equip.tsv
EQUIP97	KV-1/41	KV-1/41 重戰車	glossary_equip.tsv
EQUIP97	KV-1/42	KV-1/42 重戰車	glossary_equip.tsv
EQUIP97	KV-2	KV-2 重戰車	glossary_equip.tsv
EQUIP97	KV-85	KV-85重戰車	沿用慣例
EQUIP97	King George V Class	喬治五世級戰列艦	沿用慣例,對應King George V
EQUIP97	King Tiger	虎王	沿用慣例,對應Tiger II
EQUIP97	Kirov Class	基洛夫級巡洋艦	沿用慣例,對應Kirov
EQUIP97	L6/40	L6/40 輕戰車	glossary_equip.tsv
EQUIP97	LTM 35	LTM 35輕戰車	自譯,捷克LT vz.35外銷型
EQUIP97	La Galissoniere Class	拉加利索尼埃級輕巡洋艦	自譯
EQUIP97	La-5	拉格La-5	沿用慣例,對應La-3/La-7
EQUIP97	La-7	La-7 拉格戰鬥機	glossary_equip.tsv
EQUIP97	La-9	拉格La-9	沿用慣例
EQUIP97	LaGG-3	LaGG-3戰鬥機	自譯
EQUIP97	Le Fantasque Class	幻想級驅逐艦	自譯
EQUIP97	Leander Class	利安德級輕巡洋艦	沿用慣例,對應Leander
EQUIP97	Legionnaire	外籍兵團	自譯,西班牙外籍兵團
EQUIP97	Leningrad Class	列寧格勒級驅逐艦	沿用慣例,對應Leningrad
EQUIP97	Littorio Class	利托里奧級戰列艦	沿用慣例,對應Littorio
EQUIP97	M10	M10狼獾式驅逐戰車	沿用慣例
EQUIP97	M12	M12自走砲	沿用慣例,對應M12 GMC
EQUIP97	M13/40	M13/40 戰車	glossary_equip.tsv
EQUIP97	M14/41	M14/41 戰車	glossary_equip.tsv
EQUIP97	M15/42	M15/42 戰車	glossary_equip.tsv
EQUIP97	M15A1	M15A1 防空高射車	glossary_equip.tsv
EQUIP97	M16	M16 防空高砲車	glossary_equip.tsv
EQUIP97	M16 MGMC	M16 MGMC防空砲車	沿用慣例,對應M16
EQUIP97	M18	M18地獄貓式驅逐戰車	沿用慣例,對應M18 Hellcat
EQUIP97	M20	M20通用裝甲車	沿用慣例
EQUIP97	M24	M24霞飛式輕戰車	沿用慣例,對應M24 Chaffee
EQUIP97	M26	M26潘興式戰車	沿用慣例,對應M26 Pershing
EQUIP97	M29	M29履帶運輸車	自譯,Weasel
EQUIP97	M2A4	M2A4 輕戰車	glossary_equip.tsv
EQUIP97	M3	M3半履帶車	待查,原文無法確定Stuart戰車或半履帶車
EQUIP97	M36	M36傑克遜式驅逐戰車	沿用慣例,對應M36 Jackson
EQUIP97	M3A1	M3A1偵察車	待查,White M3A1 Scout Car
EQUIP97	M4A1	M4A1雪曼	沿用慣例
EQUIP97	M4A1/76	M4A1/76雪曼	沿用慣例
EQUIP97	M4A3	M4A3雪曼	沿用慣例
EQUIP97	M4A3/105	M4A3/105雪曼	沿用慣例,對應M4A3 (105)
EQUIP97	M4A3E2	M4A3E2雪曼(巨無霸)	沿用慣例,對應M4A3E2 Jumbo
EQUIP97	M4A3E8/76	M4A3E8/76雪曼	沿用慣例,對應M4A3E8 Sherman
EQUIP97	M5A1	M5A1甜心	沿用慣例,對應M5A1 with E7-7
EQUIP97	M7	M7 自走砲	glossary_equip.tsv
EQUIP97	M8	M8灰狗式裝甲車	自譯,多處重複出現,取常見者
EQUIP97	MC.200	MC.200戰鬥機	自譯,Macchi C.200
EQUIP97	MC.202	MC.202戰鬥機	自譯,Macchi C.202
EQUIP97	MC.205	MC.205戰鬥機	自譯,Macchi C.205
EQUIP97	MCG-5	MCG-5	待查,型號不確定,保留原文
EQUIP97	MK VI	Mk VI輕戰車	自譯,Vickers Mk VI
EQUIP97	MS-406	MS-406戰鬥機	自譯,對應MS 406
EQUIP97	Maass Class	馬斯級驅逐艦	自譯
EQUIP97	Marder III	貂式III	沿用慣例,對應Marder IIIH/IIIM
EQUIP97	Maresal	元帥式驅逐戰車	自譯,羅馬尼亞Maresal驅逐戰車
EQUIP97	Marine	陸戰隊	自譯
EQUIP97	Matilda II	瑪蒂達II	glossary_equip.tsv
EQUIP97	Maus	鼠式超重戰車	自譯,史實原型車
EQUIP97	Me-109e	Me-109e戰機	沿用慣例,對應BF109e
EQUIP97	Me-109f	Me-109f戰機	沿用慣例
EQUIP97	Me-109g	Me-109g戰機	沿用慣例
EQUIP97	Me-109k	Me-109k戰機	沿用慣例
EQUIP97	Me-110c	Me-110c重戰機	沿用慣例,對應BF110c
EQUIP97	Me-110e	Me-110e重戰機	沿用慣例
EQUIP97	Me-163	彗星Me-163	自譯訂正:舊譯「流星」與日機B7A/D4Y撞名,改用Komet原意「彗星」(見05-中文化依據.md待辦)
EQUIP97	Me-262	Me-262噴射戰鬥機	自譯訂正:避免沿用舊「飛燕」與Ki-61撞名,改用機型特徵描述
EQUIP97	MiG-1	MiG-1米格戰鬥機	沿用慣例,對應MiG-3
EQUIP97	MiG-3	MiG-3 米格戰鬥機	glossary_equip.tsv
EQUIP97	Militia	民兵	沿用慣例
EQUIP97	Mosquito VI	蚊式VI	沿用慣例,對應Mosq VI
EQUIP97	Mountain	山地步兵	自譯
EQUIP97	Nashorn	犀牛	crossgame統一名
EQUIP97	National	國民兵	自譯,美軍National Guard
EQUIP97	Naval Brigade	海軍陸戰旅	自譯,蘇聯海軍步兵旅
EQUIP97	New Zealand	紐西蘭步兵	自譯
EQUIP97	Nurnberg Class	紐倫堡級輕巡洋艦	自譯
EQUIP97	Ostwind	東風式	沿用慣例,對應Ostwind I
EQUIP97	P-38E	P-38E閃電	沿用慣例,對應P-38 Lightning
EQUIP97	P-38F	P-38F閃電	沿用慣例
EQUIP97	P-38J	P-38J閃電	沿用慣例,對應P-38J Lightning
EQUIP97	P-38L	P-38L閃電	沿用慣例
EQUIP97	P-39D	P-39D空中眼鏡蛇	沿用慣例,對應P39 Airacobra
EQUIP97	P-40F	P-40F戰鷹	沿用慣例,對應P-40 Warhawk
EQUIP97	P-47C	P-47C雷霆	沿用慣例,對應P-47B Thunderbolt
EQUIP97	P-47D	P-47D雷霆	沿用慣例,對應P-47D Thunderbolt
EQUIP97	P-47N	P-47N雷霆	沿用慣例,對應P-47N Thunderbolt
EQUIP97	P-51B	P-51B野馬	沿用慣例,對應P-51H Mustang
EQUIP97	P-51D	P-51D野馬	沿用慣例
EQUIP97	P-51H	P-51H野馬	沿用慣例
EQUIP97	P-80	P-80流星式噴射戰鬥機	自譯,Shooting Star
EQUIP97	P.23B	PZL P.23B輕轟炸機	沿用慣例,對應PZL P23b
EQUIP97	P.24	PZL P.24戰鬥機	沿用慣例,對應PZL P24
EQUIP97	P26/40	P26/40戰車	自譯,義大利P26/40重戰車
EQUIP97	PSW 222	PSW 222 輕偵察車	glossary_equip.tsv
EQUIP97	PSW 231	PSW 231重偵察車	沿用慣例,對應PSW 231/6r
EQUIP97	PSW 233	PSW 233重裝甲車	沿用慣例,對應PSW 234系列
EQUIP97	PSW 234/1	PSW 234/1重裝甲車	沿用慣例
EQUIP97	PSW 234/2	PSW 234/2重裝甲車	沿用慣例
EQUIP97	PSW 234/3	PSW 234/3重裝甲車	沿用慣例
EQUIP97	PSW 234/4	PSW 234/4重裝甲車	沿用慣例
EQUIP97	Panhard 178	Panhard 178裝甲車	自譯,法製裝甲車
EQUIP97	Panther A	豹式A	crossgame統一名
EQUIP97	Panther D	豹式D	crossgame統一名
EQUIP97	Panther G	豹式G	crossgame統一名
EQUIP97	Panther IIF	豹式IIF	沿用慣例
EQUIP97	Paratrooper	傘兵	沿用慣例
EQUIP97	Pioniere	突擊工兵	沿用慣例,對應Pioniere Inf
EQUIP97	Pz 35(t)	輕戰車35	equipment-allied-general.md
EQUIP97	Pz 38(t)A	輕戰車38A	equipment-allied-general.md
EQUIP97	Pz 38(t)F	輕戰車38F	equipment-allied-general.md
EQUIP97	Pz 633	Pz 633	待查,型號不確定,保留原文
EQUIP97	Pz IA	一號戰車A	equipment-allied-general.md
EQUIP97	Pz IB	一號戰車B	equipment-allied-general.md
EQUIP97	Pz IIA	二號戰車A	equipment-allied-general.md
EQUIP97	Pz IID	二號戰車D	equipment-allied-general.md
EQUIP97	Pz IIF	二號戰車F	equipment-allied-general.md
EQUIP97	Pz IIIE	三號戰車E	equipment-allied-general.md
EQUIP97	Pz IIIG	三號戰車G	equipment-allied-general.md
EQUIP97	Pz IIIH	三號戰車H	equipment-allied-general.md
EQUIP97	Pz IIIJ	三號戰車J	equipment-allied-general.md
EQUIP97	Pz IIIL	三號戰車L	沿用慣例
EQUIP97	Pz IIIN	三號戰車N	equipment-allied-general.md
EQUIP97	Pz IVC	四號戰車C	沿用慣例
EQUIP97	Pz IVD	四號戰車D	equipment-allied-general.md
EQUIP97	Pz IVF2	四號戰車F2	equipment-allied-general.md
EQUIP97	Pz IVG	四號戰車G	equipment-allied-general.md
EQUIP97	Pz IVH	四號戰車H	equipment-allied-general.md
EQUIP97	Pz IVJ	四號戰車J	equipment-allied-general.md
EQUIP97	PzJgd I	一號驅逐戰車	沿用慣例,對應PzJager IB
EQUIP97	R2	R-2戰車	自譯,羅馬尼亞R-2(捷克LT-35外銷型)
EQUIP97	R35	R35輕戰車	自譯,Renault R35
EQUIP97	R40	R40輕戰車	自譯,Renault R40
EQUIP97	Ranger	遊騎兵	沿用慣例
EQUIP97	Rata	I-16戰鬥機(綽號老鼠)	自譯,西班牙內戰對I-16的暱稱
EQUIP97	Re.2000	Re.2000戰鬥機	沿用慣例,對應Re2000/F1
EQUIP97	Re.2005	Re.2005戰鬥機	沿用慣例,對應Re2005/S
EQUIP97	Regular	正規步兵	自譯,通用兵種類別
EQUIP97	Renown Class	聲望級戰鬥巡洋艦	自譯
EQUIP97	Richelieu Class	黎希留級戰列艦	自譯
EQUIP97	Royal Marine	皇家陸戰隊	自譯
EQUIP97	S-47	S-47自走砲	自譯,義大利Semovente 47/32
EQUIP97	S-75	S-75自走砲	自譯,義大利Semovente 75/18
EQUIP97	S-90	S-90自走砲	自譯,義大利Semovente 90/53
EQUIP97	S35	S35 戰車	glossary_equip.tsv
EQUIP97	SU-100	SU-100 驅逐戰車	glossary_equip.tsv
EQUIP97	SU-122	SU-122自走砲	沿用慣例
EQUIP97	SU-152	SU-152 自走砲	glossary_equip.tsv
EQUIP97	SU-76	SU-76自走砲	沿用慣例,對應SU-85
EQUIP97	SU-85	SU-85 突擊砲	glossary_equip.tsv
EQUIP97	Scharnhorst Class	沙恩霍斯特級戰列艦	沿用慣例,對應Scharnhorst
EQUIP97	Scout Car	偵察車	自譯,通用型
EQUIP97	SdKfz 10/4	20mm防空砲38	equipment-allied-general.md;已將原文'炮'字統一訂正為'砲'(對齊equipment-crossgame-consistency.md用字統一原則)
EQUIP97	SdKfz 6/2	37mm防空砲	equipment-allied-general.md;已將原文'炮'字統一訂正為'砲'(對齊equipment-crossgame-consistency.md用字統一原則)
EQUIP97	SdKfz 7/1	20mm防空砲	equipment-allied-general.md;已將原文'炮'字統一訂正為'砲'(對齊equipment-crossgame-consistency.md用字統一原則)
EQUIP97	Sea Transport	海運船	自譯,與Transport(運輸船)/Air Transport(空運機)區分
EQUIP97	Sexton	司事式自走砲	glossary_equip.tsv
EQUIP97	Sherman III	雪曼III式戰車	自譯
EQUIP97	Sissi	別動隊	自譯,芬蘭語sissi=游擊/別動隊,冬季戰爭情境
EQUIP97	Ski	滑雪部隊	自譯
EQUIP97	Skoda	斯柯達裝備	待查,上下文不足以判斷確切型號
EQUIP97	Soldati Class	士兵級驅逐艦	沿用慣例,對應Soldati
EQUIP97	Sovetskiy Soyuz Class	蘇維埃聯盟級戰列艦	自譯
EQUIP97	Spitfire I	噴火式I	沿用慣例,對應Spit I
EQUIP97	Spitfire IX	噴火式 IX	glossary_equip.tsv
EQUIP97	Spitfire V	噴火式V	沿用慣例
EQUIP97	Spitfire XII	噴火式XII	沿用慣例
EQUIP97	Spitfire XIV	噴火式XIV	沿用慣例
EQUIP97	Staghound I	牡鹿式裝甲車	自譯
EQUIP97	Storozhevoi Class	警戒級驅逐艦	自譯,Storozhevoi(警戒)級
EQUIP97	Stosstruppen	突擊兵	自譯
EQUIP97	Strongpoint	據點	crossgame統一名
EQUIP97	StuG IIIB	三號自走砲b	equipment-allied-general.md
EQUIP97	StuG IIIF	三號突擊砲F	equipment-allied-general.md
EQUIP97	StuG IIIG	三號突擊砲G	equipment-allied-general.md
EQUIP97	StuH 42	突擊榴彈砲42	equipment-allied-general.md
EQUIP97	Stuart I	司徒I式戰車	自譯,採M3 Stuart既有「司徒」譯名
EQUIP97	Stuart III	司徒III式戰車	自譯
EQUIP97	Suffren Class	絮夫倫級重巡洋艦	自譯
EQUIP97	T-26	T-26 輕戰車	glossary_equip.tsv
EQUIP97	T-26S	T-26S輕戰車	自譯
EQUIP97	T-34/40	T-34/40戰車	沿用慣例
EQUIP97	T-34/41	T-34/41 戰車	glossary_equip.tsv
EQUIP97	T-34/43	T-34/43 戰車	glossary_equip.tsv
EQUIP97	T-34/85	T-34/85 戰車	glossary_equip.tsv
EQUIP97	T-43	T-43戰車	自譯
EQUIP97	T-60	T-60 輕戰車	glossary_equip.tsv
EQUIP97	T-70	T-70 輕戰車	glossary_equip.tsv
EQUIP97	T19	T19自走砲	自譯,105mm自走榴彈砲
EQUIP97	TKS	TKS超輕戰車	自譯,波蘭超輕戰車
EQUIP97	TNHP-S	TNHP-S輕戰車	自譯,捷克LT vz.38(38(t))原型
EQUIP97	Tatra	塔特拉卡車	自譯,捷克Tatra卡車
EQUIP97	Tempest	暴風式戰鬥機	自譯,與Typhoon(颱風式)區分
EQUIP97	Tiger	虎式	沿用慣例,對應Tiger I
EQUIP97	Tribal Class	部族級驅逐艦	自譯
EQUIP97	Truck	卡車	沿用慣例
EQUIP97	Turan-1	圖蘭I式戰車	自譯,匈牙利中戰車
EQUIP97	Turan-2	圖蘭II式戰車	自譯
EQUIP97	Typhoon	颱風式戰鬥機	沿用慣例,對應Typhoon IB
EQUIP97	Valentine V	范倫泰V式戰車	自譯
EQUIP97	Valentine XI	范倫泰XI式戰車	自譯
EQUIP97	Vickers	維克斯輕戰車	自譯
EQUIP97	Volkssturm	國民突擊隊	equipment-allied-general.md
EQUIP97	Wagon	馬車	自譯,與Truck區分(獸力 vs 機動)
EQUIP97	Wespe	黃蜂	crossgame統一名
EQUIP97	Wirbelwind	旋風	crossgame統一名
EQUIP97	Wolverine	狼獾式驅逐戰車	沿用慣例,對應M10 Wolverine
EQUIP97	Wurfrahmen	投射架火箭砲	自譯,Wurfrahmen 40
EQUIP97	Wz-34	wz.34裝甲車	自譯,波蘭裝甲車
EQUIP97	YaK-1	雅克 YaK-1	glossary_equip.tsv
EQUIP97	YaK-7	雅克YaK-7	沿用慣例
EQUIP97	YaK-9	雅克YaK-9	沿用慣例
EQUIP97	Yorktown Class	約克鎮級航空母艦	沿用慣例,對應Yorktown
EQUIP97	Zara Class	扎拉級重巡洋艦	沿用慣例,對應Zara
EQUIP97	Zeppelin Class	齊柏林級航空母艦	自譯
EQUIP97	sIG 38(t)M	蟋蟀式自走砲38式	equipment-allied-general.md;已將原文'炮'字統一訂正為'砲'(對齊equipment-crossgame-consistency.md用字統一原則)
EQUIP97	sIG IB	野牛式自走砲IB	equipment-allied-general.md;已將原文'炮'字統一訂正為'砲'(對齊equipment-crossgame-consistency.md用字統一原則)
EQUIP97	sIG II	野牛式自走砲II	equipment-allied-general.md;已將原文'炮'字統一訂正為'砲'(對齊equipment-crossgame-consistency.md用字統一原則)
NAMES	Ackenheil	阿肯海爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Adler	阿德勒	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Arndt	阿恩特	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Auerbacher	奧爾巴赫	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Bachmann	巴赫曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Balck	巴爾克	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Bauer	鮑爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Blucher	布呂歇爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Braun	布勞恩	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Brecht	布萊希特	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Brunner	布魯納	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Buchmann	布赫曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Campenhausen	坎彭豪森	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Carlburg	卡爾堡	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Christmann	克里斯特曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Cramer	克拉默	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Creutz	克羅伊茨	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Dahrendorf	達倫多夫	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Danneberg	丹納貝格	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Daubler	多伊布勒	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Decker	德克爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Dietzel	迪策爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Dorner	德爾納	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Eberhardt	埃伯哈特	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Eigermann	艾格曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Entemann	恩特曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Erdmann	埃德曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Fassbender	法斯賓達	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Feuermann	費爾曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Fischer	費雪	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Fleischmann	弗萊施曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Frieling	弗里林	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Gabel	加貝爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Gehrmann	蓋爾曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Geissler	蓋斯勒	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Goetz	戈茨	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Gruber	格魯伯	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Gruener	格律納	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Hauser	豪瑟	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Hausmann	豪斯曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Herrmann	赫爾曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Hilger	希爾格	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Inmann	因曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Jaeger	耶格爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Jungen	永根	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Kampfer	坎普費爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Kepplers	凱普勒斯	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Koch	柯霍	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Kroegel	克羅格爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Krueger	克魯格	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Kurtz	庫爾茲	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Liebermann	利伯曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Lindner	林德納	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Losch	勒施	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Mahler	馬勒	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Mauers	毛爾斯	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Messer	梅瑟	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Mittermann	米特曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Model	莫德爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Mueller	穆勒	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Nagel	納格爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Neumann	諾伊曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Niederberger	尼德貝格爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Niemeyer	尼邁耶	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Obermann	奧伯曼	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Oldenburg	奧爾登堡	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Osterwald	奧斯特瓦爾德	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Oststein	奧斯特施泰因	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Ottweiler	奧特魏勒	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Pahner	帕納爾	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
NAMES	Pausch	保施	沿用既有姓名庫(NAMES-姓名庫.tsv,行序對齊,音譯/史實已考證)
