檔類	original	zh_tw	來源/備註
SCENARIO_BRIEF	Ah, Herr General, excuse me, Herr Feldmarschall! As you know, our campaign in the north continues to go well.  You have been chosen to lead our invasion in the south.  After your beachhead is secure,  it is imperative for you to seize the port city of Savannah. Once this is accomplished, our drive inland will cut the United States in half.  It is believed that the Americans are ignorant of our plans.  But be aware that the people of this region will fight us to their last breath.  	啊,將軍閣下,不,失禮了,元帥閣下!如您所知,我軍在北線的攻勢依然順利。您獲選率領我軍在南線的入侵行動。灘頭堡確保之後,您必須盡快奪取港口城市薩凡納。一旦達成,我軍向內陸的推進將把美國一分為二。研判美國人尚不知曉我方計畫。但請留意,這一帶的百姓將會戰到最後一口氣。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Congratulations!  Brilliant performance.  The capture of Savannah will rank with Tannenberg and Koniggratz as great German victories.  There is talk of renaming the city in your honor.	恭喜您!表現輝煌。攻佔薩凡納此役,將與坦能堡、柯尼希格雷茨齊名,並列德國偉大的勝利。已經有人提議,以您的名字為這座城市重新命名。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Congratulations!  Brilliant performance.  The capture of Savannah will be remembered as a great German victory.  There is talk of renaming the city in your honor.	恭喜您!表現輝煌。攻佔薩凡納此役,將被世人銘記為德國偉大的勝利。已經有人提議,以您的名字為這座城市重新命名。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your less than spectacular performance has motivated a reevaluation of your usefulness.   Some of the enemy has retreated into Romania.  The British and French have now declared war on Germany.  If we did not need every man to fight, your career would be over!	您平庸的表現,讓我們不得不重新評估您的用處。部分敵軍已退入羅馬尼亞。英國與法國如今已對德國宣戰。要不是我們每一個能打仗的人都需要,您的軍旅生涯早就結束了!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General. The crisis is over, and the Polish Army has collapsed.   Unfortunately, some of the enemy has retreated into Romania.  No doubt, we will encounter these tough and vengeful troops again.  There are other repercussions as well.  The British and French have now declared war on Germany. 	將軍閣下。危機已經解除,波蘭陸軍已經崩潰。可惜部分敵軍已退入羅馬尼亞。毫無疑問,我們遲早會再次遭遇這批頑強而心懷復仇的部隊。此外還有其他後果——英國與法國如今已對德國宣戰。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr Feldmarshall, though your performance has been.....competent, the decision has been made to ... relieve you of command.  The General Staff feels it is best that a more.... seasoned officer replace you.  The great Erich von Manstein will assume your duties.  	元帥閣下,雖然您的表現……還算稱職,但上級已經決定……解除您的指揮權。參謀本部認為,最好由一位……更資深的軍官接替您。偉大的埃里希·馮·曼施坦因,將接掌您的職務。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr Feldmarshall, I am at a loss for words.  Your failure is...  incomprehensible. You have left us no choice but to come to terms with the Americans. This debacle will be remembered as one of the worst military disasters of our nation.  It is better for you that you will never return to the fatherland.  Much better.	元帥閣下,我實在無言以對。您的失敗……令人費解。您讓我們別無選擇,只能與美國人談和。這場潰敗將被銘記為我國史上最慘重的軍事災難之一。對您而言,最好永遠別再回到祖國了。真的最好如此。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr Feldmarschall, due to your unprecedented advance, we will soon see the triumphant finish of our Southern campaign.  Feldmarschall von Manstein's Army Group North is within 100 kilometers of Knoxville, and .....  excuse me, Herr Feldmarschall .....           Herr Feldmarschall, I have just received information of the most critical importance. Less than 20 kilometers north of us, here, is a large facility. Intelligence reports indicate that the Americans are building a weapon of terrifying explosive power there. It is imperative that we act decisively and destroy this facility.	元帥閣下,由於您前所未有的推進速度,我軍南線戰役即將迎來勝利的終局。曼施坦因元帥的北方集團軍距離諾克斯維爾已不到 100 公里,而……失禮了,元帥閣下……… 元帥閣下,我剛收到一份極其重要的情報。就在此地以北不到 20 公里處,有一座大型設施。情報顯示,美國人正在那裡建造一種威力驚人的爆炸性武器。我們必須當機立斷,摧毀這座設施。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"Herr Feldmarschall, this triumph is a fitting end to our Southern campaign.  Once again your skill has led to victory, and more importantly, you have prevented the Americans from using their ""Atomic Bomb.""  Their research facility is a gutted ruin.  It is most extraordinary that you were able to capture Knoxville despite this distraction.  We must hope that only one such facility exists."	元帥閣下,這場輝煌的勝利,為我軍南線戰役畫下完美的句點。您的用兵之術再次帶來勝利,更重要的是,您阻止了美國人使用他們的「原子彈」。他們的研究設施如今已成廢墟。儘管遭逢這樣的意外插曲,您依然能夠攻下諾克斯維爾,實屬不凡。我們只能寄望,這樣的設施僅此一座。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr Feldmarschall, although you overran the Oak Ridge facility, the Americans had time to dismantle and move the most critical material. This Atomic Bomb may still a threat to us. We have no choice but to negotiate with the Americans.	元帥閣下,雖然您攻陷了橡樹嶺設施,但美國人已經有時間拆解並轉移最關鍵的材料。這顆原子彈或許依然對我們構成威脅。我們別無選擇,只能與美國人談判。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr Feldmarschall, the Americans have successfully evacuated their research site.  This is your failure.  This Atomic Bomb is still a threat to us, and now we are forced to make peace with the Americans on their terms.  You have disgraced the German nation.  	元帥閣下,美國人已成功撤離他們的研究基地。這是您的失敗。這顆原子彈依然對我們構成威脅,如今我們被迫按美國人的條件求和。您讓德意志民族蒙羞。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Soviet Union has invaded Finland, Herr General, and our Finnish friends have trapped a Soviet division in the town of Suomussalmi. Unfortunately, an even greater Soviet relief force is moving to aid their comrades, and the Finns are outnumbered. It is your task to destroy the isolated enemy and prevent the relief force from reaching him. Of course, due to our non-aggression pact with the Soviet Union, you and your troops will be considered volunteers.  If you are defeated, the General Staff will deny any knowledge of your participation, and you may expect the worst if captured.	蘇聯已經入侵芬蘭,將軍閣下,我們的芬蘭朋友已將一個蘇軍師困在蘇奧穆薩爾米鎮。可惜的是,一支規模更大的蘇軍援軍正趕來救援他們的同志,芬蘭軍隊寡不敵眾。您的任務是殲滅這股孤立的敵軍,並阻止援軍抵達。當然,鑑於我國與蘇聯簽有互不侵犯條約,您和您的部隊將被視為「志願軍」。若您戰敗,參謀本部將否認知曉您的參與;若您被俘,最壞的下場恐怕難免。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, your bold and energetic tactics have allowed us a complete victory.  And now the Finnish people have been given the will to face the Soviets with us in future campaigns.  Well done!	將軍閣下,您大膽而有活力的戰術,為我們帶來了一場全面的勝利。如今芬蘭人民也有了與我們並肩對抗蘇聯、共赴未來戰役的意志。表現優異!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Herr General, your bold and energetic tactics have allowed us a complete victory.  Finland is still a nation and now a valuable ally.  Good work, Herr General!	將軍閣下,您大膽而有活力的戰術,為我們帶來了一場全面的勝利。芬蘭仍是一個獨立國家,如今更成為我們寶貴的盟友。表現不錯,將軍閣下!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Four Player Madness	四人混戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	August 8, 1945	1945 年 8 月 8 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Axis players take on the Allied players.	軸心國玩家對戰同盟國玩家。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	2 Human Players vs. 2 Human Players	2 位真人玩家 對戰 2 位真人玩家	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	9 Turns	9 回合	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Duel in the Desert	沙漠對決	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	August 1, 1945	1945 年 8 月 1 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	8 Turns	8 回合	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Finnish Vacation	芬蘭假期	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	BLITZKRIEG	閃擊戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Blitzkrieg	閃擊戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	German Campaign 1938-????	德國戰役 1938-????	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"You take command from the civil war in Spain, to the ""lightning"" victories of early World War II and beyond."	您將從西班牙內戰開始執掌兵符,一路指揮到二戰初期「閃電般」的勝利,以及更遠的未來。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	DEFENDING THE REICH	保衛帝國	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Defending the Reich	保衛帝國	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	German Campaign 1942-????	德國戰役 1942-????	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	While Germany was on the strategic defensive after the fall of Stalingrad, there were several operational offensives before the Soviet conquest of Berlin.	史達林格勒陷落後,德國轉入戰略防禦態勢,但在蘇軍攻克柏林之前,仍發動過數次戰役層級的攻勢。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You take control of Axis forces trying to re-open the way to Stalingrad, and try to change history. 	您將指揮軸心國部隊,試圖重新打通通往史達林格勒的道路,並嘗試改寫歷史。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Can you stop the Allies before they reach Berlin?	您能在盟軍攻抵柏林之前擋下他們嗎?	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	WARNING!	警告!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	This is the toughest of the Panzer General 2 campaigns.	這是《裝甲元帥 II》中最艱難的一套戰役。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	This campaign is for the General who is willing to risk everything to win.	這套戰役,是留給願意孤注一擲、只求勝利的將軍。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Kanev	卡涅夫	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	September 23, 1943	1943 年 9 月 23 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Soviets launch an assault across the Dnepr.	蘇軍發動強渡第聶伯河的攻勢。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	15 Turns	15 回合	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Operation Konrad	康拉德作戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	January 14, 1945	1945 年 1 月 14 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Hungarian capital of Budapest is besieged by the Red Army.  The Germans must break through the Soviet lines to help their last remaining ally.	匈牙利首都布達佩斯遭紅軍圍困。德軍必須突破蘇軍防線,救援他們僅存的盟友。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Klin	克林	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	November 15, 1941	1941 年 11 月 15 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Germans try to open the gate to Moscow at Klin, while the Soviet forces attempt to slam it closed.	德軍試圖在克林打開通往莫斯科的大門,蘇軍則試圖將其重新關上。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Kishinev	基希涅夫	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	July 9, 1941	1941 年 7 月 9 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Romanian army, with the help of its German ally, musters its strength to capture the Soviet controlled city of Kishinev.	羅馬尼亞軍隊在德國盟友的協助下,集結兵力奪取蘇聯控制下的城市基希涅夫。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Lillehammer	利勒哈默爾	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	April 20, 1940	1940 年 4 月 20 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Germans attempt to push through central Norway, hoping to destroy the Norwegian army before the British Expeditionary Force arrives.	德軍試圖突入挪威中部,期望在英國遠征軍抵達之前殲滅挪威軍隊。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Leningrad	列寧格勒	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	January 14, 1944	1944 年 1 月 14 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Soviets attempt to break the German siege of Leningrad.	蘇軍試圖打破德軍對列寧格勒的圍城。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Malta	馬爾他	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	May 24, 1941	1941 年 5 月 24 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Hypothetical German-Italian invasion of the British controlled island of Malta.	假想情境:德義聯軍入侵英國控制的馬爾他島。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Sitting astride the sea lanes between Italy and Libya, the British-held island of Malta proved a major nuisance to Italian efforts to push supply convoys across the Mediterranean Sea.  The German plan (Operation Hercules) put its faith in airborne landings.  German and Italian paratroopers would secure the most important points, and reinforcements would then come over the beaches to finish off the island's garrison.	馬爾他島扼守義大利與利比亞之間的航道,英軍控制此島,對義大利設法穿越地中海運送補給船隊構成了極大困擾。德軍的計畫(大力神作戰)寄望於空降登陸——德義傘兵將先奪取最重要的據點,隨後由灘頭上岸的援軍肅清島上守軍。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Axis never found themselves in a position to assault Malta.	軸心國始終未能取得進攻馬爾他的有利態勢。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	This is one of the game's smallest maps, and provides a naval conflict as part of the action. 	這是遊戲中最小的地圖之一,戰局中也包含海戰要素。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Madrid Offensive	馬德里攻勢	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	December 23, 1938	1938 年 12 月 23 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"	The Civil War in Spain provided a testing ground for the German Wehrmacht, as well as the Soviet and Italian armies. In the battle of Guadalajara, northwest of Madrid, both sides committed some of their best units as the Nationalists tried to cut off Madrid, still held by the Republic despite repeated attacks."	"	西班牙內戰為德國國防軍,以及蘇聯與義大利軍隊,提供了一個實戰練兵場。在馬德里西北方的瓜達拉哈拉之役,雙方都投入了各自的精銳部隊——國民軍試圖切斷馬德里,而共和軍歷經多次進攻,仍死守著這座首都。"	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Gibraltar or Bust	直布羅陀或死	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	September 20, 1940	1940 年 9 月 20 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	"	 After the fall of France, the Axis powers look for an avenue to Gibraltar.  They ask their one time partner, the Spanish Nationalists, but they deny land passage to the Straits.  With backing from the British, the Spanish await the Axis onslaught."	"	法國淪陷後,軸心國尋求一條通往直布羅陀的路徑。他們向昔日夥伴西班牙國民軍請求借道,卻遭到拒絕,無法取道陸路進抵海峽。在英國撐腰下,西班牙人嚴陣以待,準備迎擊軸心國的攻勢。"	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Metz	梅斯	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	November 17, 1944	1944 年 11 月 17 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Allies try to kick the Germans out of the fortified city of Metz.	盟軍試圖把德軍逐出設防堅固的梅斯城。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	12 Turns	12 回合	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Nordwind	北風作戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	December 30, 1944	1944 年 12 月 30 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Germans attack the American and French forces near Strassbourg.	德軍在史特拉斯堡附近攻擊美法部隊。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Novgorod	諾夫哥羅德	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	August 15, 1941	1941 年 8 月 15 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Staraya Russa, south of Novgorod, was an important communications center between Leningrad and Moscow.  Though the Germans made some progress, the Soviets prevented a complete breakthrough, delaying the German push to Moscow until the cold winter snows had fallen. 	諾夫哥羅德以南的斯塔拉亞魯薩,是列寧格勒與莫斯科之間的重要交通樞紐。儘管德軍取得了一些進展,蘇軍仍阻止了德軍的全面突破,將德軍進逼莫斯科的腳步一路拖延到嚴冬降雪之時。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Oak Ridge	橡樹嶺	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	September 7, 1944	1944 年 9 月 7 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The German forces attempt to cut the Eastern United States in half, while the Americans attempt to hold Knoxville.	德軍試圖將美國東部一分為二,美軍則試圖死守諾克斯維爾。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Prokhorovka	普羅霍羅夫卡	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	July 12, 1943	1943 年 7 月 12 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The Soviets go on the attack against the Germans in what was to become the largest tank battle in the world.	蘇軍向德軍發動攻勢,此役後來成為史上規模最大的戰車會戰。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Pursuit to Tobruk	托布魯克追擊戰	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	April 1, 1941	1941 年 4 月 1 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The combined German and Italian army attempts to push back British forces in North Africa.	德義聯軍試圖在北非擊退英軍。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Tobruk	托布魯克	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	April 8, 1941	1941 年 4 月 8 日	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	The German-Italian force attempts to capture Tobruk in North Africa.	德義聯軍試圖攻佔北非的托布魯克。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade General, you have arrived early.  We can begin our meeting now.  The samovar has just been refilled if you would like a drink.  Very good.  Let us begin.  The historical dialectic propounded by Marx and Lenin and refined by the Great Stalin has proven its inevitable truth.  The fascist invaders of our homeland have over-extended themselves in a futile attempt to seize the city of Stalingrad.  Here along the Chir River, you and your forces will surge through their defenses and drive southward with maximum speed.  The Red Army of workers and peasants will surround the enemy and force his surrender.	同志將軍,您來早了。我們現在就可以開始會議。茶炊剛剛續滿,若您想喝點什麼請自便。很好,那我們開始吧。馬克思與列寧提出、經偉大的史達林精煉而成的歷史辯證法,已經證明了它必然的真理。侵略我們祖國的法西斯份子,為了奪取史達林格勒這座徒勞無功的目標,已將自身兵力過度延伸。在此,沿著契爾河,您和您的部隊將突破他們的防線,以最快速度向南推進。工農紅軍將包圍敵人,迫使他們投降。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Good work, Comrade, very good!  Thanks to your proper understanding of party doctrine, you have been able to accomplish your mission.  The fascist invaders are trapped without any hope of escape.  Now, prepare yourself and your men to drive them out of the Motherland.	表現不錯,同志,非常好!多虧您正確理解了黨的教義,您才得以完成任務。法西斯侵略者已被困住,毫無逃脫的希望。現在,做好準備,率領您的部下把他們趕出祖國母親的土地。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	This is good, Comrade General!  Thanks to your proper understanding of party doctrine, you have been able to accomplish your mission.  The fascist invaders are trapped without any hope of escape.  Now, prepare yourself and your men to drive them out of the motherland.	這樣很好,同志將軍!多虧您正確理解了黨的教義,您才得以完成任務。法西斯侵略者已被困住,毫無逃脫的希望。現在,做好準備,率領您的部下把他們趕出祖國母親的土地。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Well Comrade, most of the fascist invaders are trapped.  At least, you accomplished your mission.  Now, you must prepare yourself for further operations.	嗯,同志,大部分法西斯侵略者已被困住。至少您完成了任務。現在,您必須為接下來的行動做好準備。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Your failure to follow the clear directives of the Party's Central Committee has resulted in a grievous defeat.  You are therefore to report to Yakutsk, to study further the writings of Marx, Lenin and the Great Stalin.  	您未能遵循黨中央委員會明確的指示,導致了一場慘痛的失敗。因此,您將前往雅庫茨克報到,進一步研讀馬克思、列寧與偉大的史達林的著作。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Good news, Comrade General.  The fascist offensive has been halted.  Now is the time for our counter-offensive.  You have been selected to drive the fascists back.  The Red Army of workers and peasants will triumph!	好消息,同志將軍。法西斯的攻勢已被遏止。現在正是我軍發動反攻的時刻。您獲選負責把法西斯份子擊退。工農紅軍必將獲勝!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You have exceeded our expectations!  The enemy has been crushed.  We are victorious.   Now, the Red Army holds the initiative.  This is good, very good.  To the west, Comrade!	您超越了我們的期望!敵人已被擊潰。我們勝利了。如今,紅軍已掌握主動權。這很好,非常好。向西挺進,同志!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You and your forces have crushed the enemy.  We are victorious.   Now, the Red Army holds the initiative.  This is good.  To the west, Comrade!	您和您的部隊已擊潰敵人。我們勝利了。如今,紅軍已掌握主動權。這很好。向西挺進,同志!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	Comrade, your counterattack has sent the enemy reeling, but, at the same time your men have suffered severe losses.  Nevertheless, the Red Army now holds the initiative.  It is the beginning of the end of the fascists. Comrade, to the west!	同志,您的反攻讓敵人潰不成軍,但與此同時,您的部下也蒙受了慘重損失。儘管如此,紅軍如今已掌握主動權。這是法西斯份子末日的開端。同志,向西挺進!	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	You have been defeated Comrade General.  The Party is most displeased with your performance.  Due to your failure, at Prohkorovka, many workers and peasants are no longer with us.  Report immediately for punishment, you will be informed of your trial date later.	您戰敗了,同志將軍。黨對您的表現極為不滿。由於您在普羅霍羅夫卡的失敗,許多工農弟兄已不在人世。立刻回報接受懲處,審判日期稍後另行通知。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
SCENARIO_BRIEF	At this moment, the fascist invaders are in retreat.  But, we know they hope to stop our offensive along the Dnepr River.  You and your men will force a crossing of the river aided by our Guards Airborne forces. The sight of red parachutes will help demoralize the fascists and bring us victory. 	此刻,法西斯侵略者正在撤退。但我們知道,他們企圖在第聶伯河一線擋住我軍攻勢。您和您的部下,將在我軍近衛空降部隊的協助下強渡此河。滿天紅色降落傘的景象,將有助於瓦解法西斯份子的士氣,為我們帶來勝利。	自譯(戰役簡報散文,第二輪補完;人名/地名對齊歷史百科與glossary.tsv)
